Customer_ID,First Name,Last Name,DOB,Customer Type,PAN,Product Name,Date_of_joining,Date_of_exit,Deceased_Flag,Gender,Martial_Status,PEP_Flag,CTF_Flag,Country_of_residence,Country_of_Origin,Risk_level,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,Gerta,Gallardo,12-05-2010,Retail Customer,469-44-8592,P3,19-04-2012,23-04-2013,TRUE,M,Married,TRUE,TRUE,Netherlands,Philippines,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6918,Osbourne,Benzing,27-09-2008,Ship,714-71-1624,P4,05-07-2011,17-04-2019,FALSE,M,Married,FALSE,TRUE,Czech Republic,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7791,Jenilee,Goady,22-02-1989,Ship,346-28-9661,P5,08-12-2012,06-03-2017,TRUE,M,Married,FALSE,TRUE,Poland,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7527,Ellynn,Avo,05-10-2014,Ship,791-22-0626,P6,29-03-2007,12-12-2008,TRUE,F,Not Married,TRUE,FALSE,Syria,Canada,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6474,Olivia,Nobbs,15-05-2013,Public Organization,494-26-4262,P7,13-03-2011,14-02-2005,TRUE,F,Married,FALSE,FALSE,Jordan,Sweden,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7718,Tera,Brinkman,26-09-2001,Ship,570-08-7906,P8,31-07-2002,19-08-2009,TRUE,M,Married,FALSE,FALSE,Portugal,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,Courtnay,Crisall,16-01-2004,Private Organization,272-68-8681,P9,18-12-2003,13-08-2007,TRUE,F,Not Married,TRUE,FALSE,Philippines,Iran,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,Gustav,Checci,25-10-1988,Public Organization,315-11-7716,P10,12-01-2007,19-02-2010,FALSE,M,Married,FALSE,FALSE,Pakistan,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,Pepita,McCarrick,03-11-2000,Retail Customer,575-61-2719,P11,06-03-2001,11-09-2006,TRUE,F,Not Married,TRUE,FALSE,China,Philippines,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,Pearle,Douglas,24-05-1989,Ship,594-80-3511,P12,17-10-2010,06-12-2018,TRUE,F,Not Married,FALSE,FALSE,Nigeria,Portugal,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,Jacky,Innott,23-05-2007,Public Organization,808-30-5638,P13,10-04-2018,04-05-2008,FALSE,F,Not Married,FALSE,TRUE,Yemen,Ukraine,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,Nonah,Camelli,18-11-2014,Public Organization,825-24-3982,P14,07-05-2016,15-03-2010,TRUE,F,Not Married,TRUE,FALSE,South Korea,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,Dari,Spurdens,24-11-1989,Public Organization,819-11-8708,P15,11-05-2018,10-07-2019,TRUE,M,Not Married,FALSE,FALSE,Indonesia,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,Page,Noddles,11-03-1993,Private Organization,345-60-4934,P16,01-12-2000,23-08-2007,TRUE,M,Married,FALSE,FALSE,Nigeria,Cyprus,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,Chilton,Askham,15-01-2007,Ship,279-10-3118,P17,09-02-2020,20-03-2014,TRUE,F,Married,TRUE,TRUE,Indonesia,Brazil,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,Lexie,Sivell,03-06-1980,Ship,628-38-8219,P1,06-11-2017,19-08-2019,TRUE,F,Married,FALSE,FALSE,Indonesia,Pakistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8133,Carlynn,Martinets,30-10-2007,Ship,118-33-1889,P2,09-05-2001,10-06-2018,FALSE,M,Married,TRUE,TRUE,Central African Republic,Guatemala,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7999,Carmon,Bridgland,05-03-1995,Retail Customer,569-22-2693,P3,08-03-2011,06-04-2014,TRUE,M,Not Married,TRUE,FALSE,Tunisia,Canada,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8814,Paddy,Dagworthy,07-01-2003,Private Organization,503-98-9038,P4,03-05-2003,02-01-2008,TRUE,F,Married,FALSE,FALSE,Netherlands,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,Demetre,Hellis,16-04-1984,Ship,887-43-1545,P5,22-12-2005,24-04-2018,TRUE,M,Married,TRUE,FALSE,Thailand,Uzbekistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,Aldous,Pawelec,18-01-1975,Public Organization,648-38-8752,P6,13-04-2018,04-07-2005,FALSE,F,Married,TRUE,FALSE,China,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,Brocky,Steers,03-04-1981,Retail Customer,382-06-3189,P7,16-02-2006,22-04-2020,TRUE,M,Not Married,TRUE,FALSE,Cameroon,Philippines,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,Fabian,Kiebes,17-06-2013,Private Organization,383-28-4095,P8,11-07-2008,07-05-2016,FALSE,M,Married,FALSE,FALSE,United States,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,Rutger,O'Griffin,18-08-1995,Retail Customer,463-16-4239,P9,05-11-2019,22-05-2015,FALSE,F,Married,FALSE,TRUE,Philippines,Costa Rica,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7361,Moses,Laurens,08-08-1982,Retail Customer,891-82-4691,P10,19-12-2019,04-08-2013,TRUE,F,Married,FALSE,TRUE,Tanzania,Thailand,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9652,Marita,Hamon,13-12-1995,Private Organization,121-07-7881,P11,26-12-2009,01-10-2017,TRUE,M,Married,FALSE,FALSE,Greece,Greece,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,Lian,O'Crigane,13-01-1987,Private Organization,509-71-1814,P12,13-06-2018,20-07-2015,TRUE,M,Married,FALSE,FALSE,Zambia,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8795,Anatol,McCosh,24-12-1985,Ship,211-75-8324,P13,22-01-2010,16-10-2010,TRUE,M,Married,FALSE,FALSE,China,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,Ilyse,Huchot,12-12-1983,Public Organization,494-92-2728,P14,22-05-2016,20-10-2016,TRUE,M,Not Married,TRUE,TRUE,China,Colombia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7494,Blakelee,Shanks,16-03-2015,Public Organization,373-50-8279,P15,21-01-2003,20-04-2007,TRUE,M,Married,TRUE,FALSE,Philippines,Russia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6759,Rozelle,Seaborn,22-10-1977,Retail Customer,702-07-1179,P16,27-04-2020,02-02-2020,TRUE,F,Married,TRUE,TRUE,Sweden,Serbia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,Diana,Liccardo,22-04-2015,Retail Customer,348-62-9903,Securities,10-09-2005,12-02-2014,TRUE,F,Married,TRUE,FALSE,Indonesia,Denmark,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,Nikoletta,Stapleton,24-11-1984,Private Organization,757-05-7214,Forex,25-11-2009,25-10-2009,TRUE,M,Married,FALSE,FALSE,Serbia,Russia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,Halli,MacAdie,17-11-1984,Ship,482-92-9638,Freit,16-02-2009,13-03-2010,FALSE,M,Married,FALSE,FALSE,Moldova,Sweden,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6955,Friedrick,Mirams,28-07-1977,Ship,439-81-3849,P13,04-08-2018,29-01-2009,TRUE,F,Not Married,TRUE,FALSE,Indonesia,South Korea,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,Ase,Blindmann,12-10-1995,Retail Customer,287-53-1678,P17,28-03-2009,20-09-2019,FALSE,M,Not Married,TRUE,FALSE,China,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,Tadeas,Antoniazzi,12-11-2010,Public Organization,542-27-1638,P4,06-04-2006,25-12-2014,FALSE,M,Married,TRUE,FALSE,China,Russia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8908,Lucian,Huet,25-07-1981,Private Organization,362-56-2532,P5,14-05-2009,29-08-2020,FALSE,F,Not Married,TRUE,FALSE,China,Croatia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,Lucais,Menaul,13-12-1975,Private Organization,671-31-4361,P6,09-08-2004,10-10-2018,TRUE,F,Not Married,TRUE,TRUE,Yemen,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,Garret,Hardington,03-09-1984,Public Organization,291-51-4481,P7,20-10-2013,01-02-2008,TRUE,F,Not Married,TRUE,TRUE,Brazil,Mexico,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9407,Jen,Romaines,24-04-2002,Private Organization,175-10-7627,Forex,20-04-2019,07-08-2020,FALSE,M,Married,TRUE,FALSE,China,France,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6993,Kelby,Deadman,02-10-2008,Private Organization,850-89-3375,Freit,23-06-2020,11-12-2017,FALSE,M,Not Married,FALSE,FALSE,French Guiana,Argentina,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7540,Lek,Gossling,31-07-2004,Public Organization,336-07-6187,Securities,17-05-2015,24-12-2013,FALSE,M,Not Married,FALSE,TRUE,Argentina,Russia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,Nerta,Charle,24-11-2006,Private Organization,895-62-6042,P17,12-01-2018,23-04-2005,TRUE,M,Not Married,TRUE,TRUE,Thailand,United States,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,Ilaire,Babar,14-04-1993,Private Organization,185-57-9895,P4,17-09-2003,09-06-2019,TRUE,M,Not Married,TRUE,TRUE,China,Czech Republic,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,Elyssa,Kleyn,04-03-1977,Public Organization,872-49-2905,P5,16-01-2011,24-06-2006,TRUE,F,Not Married,TRUE,FALSE,Chad,Philippines,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8127,Ly,Compford,29-10-1975,Retail Customer,546-02-0011,P6,13-05-2009,14-04-2015,TRUE,M,Married,TRUE,FALSE,Philippines,Portugal,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7986,Ware,Stanner,09-12-1977,Ship,852-62-3998,P7,15-05-2019,14-11-2007,FALSE,F,Married,TRUE,FALSE,Greece,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7761,Geri,Prium,18-09-2006,Public Organization,139-47-0601,Forex,28-02-2011,01-09-2010,FALSE,F,Married,TRUE,FALSE,Philippines,Brazil,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,Meredithe,Sayles,18-12-1986,Private Organization,146-12-4960,Freit,10-10-2005,29-12-2010,FALSE,M,Married,TRUE,FALSE,China,Indonesia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,Gilbertine,Corrison,15-12-1984,Public Organization,681-63-4157,Securities,21-02-2015,17-04-2018,FALSE,M,Married,FALSE,TRUE,Portugal,Vietnam,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,Ev,Dixcey,28-11-2014,Ship,491-35-0589,Forex,28-08-2004,02-02-2012,TRUE,M,Not Married,TRUE,TRUE,China,Pakistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,Cly,Seemmonds,14-09-1975,Public Organization,149-52-9448,Freit,23-09-2001,07-07-2010,FALSE,M,Married,TRUE,FALSE,Russia,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,Daryn,Virgoe,16-01-1988,Ship,638-04-9995,Securities,03-05-2009,01-10-2010,TRUE,M,Not Married,TRUE,FALSE,Philippines,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,Ailey,Bilney,09-03-1987,Public Organization,371-57-5959,Forex,24-07-2018,19-09-2009,FALSE,M,Married,TRUE,TRUE,Venezuela,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7802,Nealy,Campanelli,18-10-2009,Public Organization,460-59-0193,Freit,15-06-2016,05-03-2019,TRUE,M,Not Married,TRUE,TRUE,China,Lebanon,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,Maryrose,Andriessen,08-07-1993,Public Organization,673-94-8860,Securities,04-07-2005,18-08-2019,TRUE,F,Not Married,TRUE,TRUE,Croatia,Uganda,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7486,Renaud,Chidler,01-01-1991,Retail Customer,394-81-4988,Forex,21-07-2004,26-01-2008,TRUE,F,Married,TRUE,FALSE,Colombia,United States,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,Jobey,Skellon,18-03-1985,Public Organization,845-54-5487,Freit,21-11-2015,26-04-2005,FALSE,F,Married,TRUE,FALSE,Philippines,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,Blancha,Guiel,16-03-2010,Public Organization,884-82-6979,Securities,11-02-2012,16-06-2020,FALSE,F,Married,TRUE,FALSE,Argentina,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,Lowrance,Pitrelli,18-06-2007,Retail Customer,898-25-7605,P1,26-09-2003,23-04-2018,TRUE,F,Not Married,FALSE,FALSE,Russia,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,Iolanthe,Piken,15-02-1982,Ship,176-41-9941,P2,09-07-2009,02-09-2014,FALSE,M,Married,TRUE,FALSE,Indonesia,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,Ailey,Sitford,26-07-1998,Retail Customer,631-10-0570,P3,17-05-2007,26-08-2009,TRUE,F,Married,FALSE,FALSE,France,Nigeria,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,Antonina,Pavlenko,24-06-2014,Private Organization,170-67-7295,P4,16-03-2018,31-03-2019,TRUE,F,Not Married,TRUE,TRUE,China,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,Sianna,Mackney,23-10-1988,Retail Customer,589-67-7690,P5,23-11-2004,13-04-2020,TRUE,M,Not Married,TRUE,TRUE,Canada,Russia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,Aldric,Baldrey,15-12-1978,Private Organization,765-46-0331,P6,25-08-2020,30-12-2014,FALSE,F,Married,FALSE,TRUE,Poland,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,Blaire,Gabbotts,04-04-1998,Ship,306-07-7776,P7,06-08-2006,26-01-2011,FALSE,M,Not Married,TRUE,FALSE,Russia,Philippines,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8854,Etheline,Middlehurst,10-10-2000,Public Organization,621-71-7234,P8,19-04-2001,30-06-2015,TRUE,F,Married,FALSE,TRUE,Canada,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8899,Cassi,Worsnup,29-06-2005,Retail Customer,696-97-7472,P9,04-07-2017,16-04-2011,TRUE,M,Not Married,TRUE,TRUE,Brazil,Gambia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,Ernesta,Chazette,19-02-2007,Ship,143-94-1426,P10,13-08-2014,27-07-2010,FALSE,F,Not Married,TRUE,FALSE,Indonesia,Czech Republic,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,Rhett,Breens,11-07-1988,Retail Customer,714-74-8959,P11,16-08-2007,23-07-2020,FALSE,M,Married,FALSE,TRUE,United States,Ukraine,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,Flo,Halsworth,11-01-2000,Retail Customer,886-95-6049,P12,14-08-2016,21-04-2012,FALSE,M,Married,TRUE,TRUE,Egypt,Thailand,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,Tully,Mattinson,18-11-1979,Public Organization,525-49-3407,P13,01-02-2017,05-12-2016,FALSE,F,Married,TRUE,FALSE,Russia,United States,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,Herrick,Livesley,14-11-2001,Public Organization,590-55-3240,P14,05-11-2004,10-11-2011,TRUE,M,Married,TRUE,TRUE,United States,Ukraine,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,Arabel,Castelow,21-12-2013,Ship,347-09-3487,P15,27-07-2001,09-08-2005,TRUE,M,Not Married,TRUE,TRUE,Indonesia,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,Nicola,Florio,04-06-1994,Public Organization,642-24-1881,P16,02-09-2000,25-12-2018,TRUE,F,Not Married,FALSE,TRUE,Portugal,Malaysia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,Reagan,McElrath,08-12-2007,Public Organization,216-68-3397,P17,16-05-2003,15-04-2015,FALSE,F,Not Married,FALSE,FALSE,Nicaragua,Russia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,Devonne,Sproson,21-10-2005,Ship,310-74-3984,P1,29-04-2006,23-03-2020,FALSE,M,Married,TRUE,FALSE,France,Portugal,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,Shanon,Bortolotti,12-08-1982,Public Organization,852-12-7006,P2,07-03-2019,22-02-2015,TRUE,F,Not Married,TRUE,TRUE,Philippines,United States,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,Latia,Adshad,30-05-1980,Public Organization,859-89-3863,P3,16-11-2009,16-01-2006,FALSE,F,Married,FALSE,FALSE,Argentina,Russia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,Gray,Pyer,23-09-1990,Retail Customer,183-31-4631,P4,07-08-2008,06-12-2007,FALSE,M,Married,FALSE,FALSE,Poland,Macedonia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9328,Sonja,Doddrell,11-11-1982,Public Organization,447-17-7197,P5,24-03-2016,19-05-2006,TRUE,F,Not Married,TRUE,FALSE,Angola,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,Katlin,Glencros,17-09-1985,Public Organization,899-35-5974,P6,15-11-2011,16-03-2006,TRUE,F,Married,TRUE,TRUE,China,Japan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,Klemens,Ruger,10-12-1993,Retail Customer,254-68-6303,P7,03-08-2009,03-12-2013,TRUE,F,Married,FALSE,TRUE,Japan,Lithuania,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,Hayden,Gonnel,11-10-2007,Ship,801-26-9187,P8,03-10-2008,12-12-2016,FALSE,M,Married,FALSE,TRUE,Sweden,Poland,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8843,Remy,D'Costa,15-06-1981,Public Organization,323-83-8596,P9,09-10-2015,29-09-2010,FALSE,M,Married,FALSE,FALSE,Tajikistan,Vietnam,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,Jeffy,Emms,17-01-1988,Ship,793-12-2228,P10,16-01-2016,24-08-2015,FALSE,F,Married,FALSE,FALSE,France,Pakistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,Carlo,Petera,20-07-1994,Retail Customer,235-96-0935,P11,22-01-2003,05-09-2005,TRUE,F,Not Married,TRUE,FALSE,Japan,Colombia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,Phillida,Munnery,08-02-1994,Private Organization,562-65-9144,P12,17-10-2019,11-12-2008,TRUE,M,Not Married,FALSE,FALSE,Portugal,France,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,Beverlee,Gibbieson,08-05-2009,Public Organization,306-08-5279,P13,22-12-2010,24-09-2007,TRUE,M,Married,TRUE,TRUE,China,Poland,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,Caria,De-Ville,06-08-1981,Private Organization,881-67-6185,P14,30-11-2011,12-09-2017,FALSE,F,Not Married,FALSE,FALSE,Greece,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7990,Brennen,Sima,02-04-1997,Public Organization,495-71-9953,P15,18-11-2003,10-04-2008,TRUE,F,Not Married,TRUE,TRUE,Bangladesh,Senegal,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8105,Cami,Alessandretti,10-02-2000,Private Organization,490-19-5680,P16,22-01-2002,06-06-2012,FALSE,F,Married,TRUE,TRUE,France,Mongolia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6049,Woody,Harder,29-05-1982,Retail Customer,483-74-0970,Securities,27-08-2012,17-12-2016,FALSE,M,Not Married,FALSE,TRUE,Russia,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,Martino,Baldoni,09-03-1984,Retail Customer,191-94-3906,Forex,01-05-2017,26-07-2011,TRUE,M,Not Married,TRUE,TRUE,Tanzania,Ecuador,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7071,Tabbatha,Faulkener,19-07-2009,Public Organization,349-99-2478,Freit,13-11-2016,28-09-2009,FALSE,F,Not Married,TRUE,TRUE,Germany,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,Northrup,Blaw,12-06-1988,Private Organization,228-95-5927,P13,12-03-2010,02-03-2008,FALSE,F,Not Married,TRUE,FALSE,France,Senegal,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7588,Michale,Gossan,28-08-1993,Public Organization,883-17-1683,P17,05-04-2010,09-08-2013,TRUE,M,Married,TRUE,TRUE,Sweden,Thailand,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,Demetri,Doll,26-02-1979,Retail Customer,898-53-9783,P4,14-05-2020,10-10-2005,FALSE,F,Married,TRUE,TRUE,Brazil,Trinidad and Tobago,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,Gelya,Blanche,16-02-2002,Public Organization,146-24-9008,P5,21-03-2011,20-04-2010,TRUE,M,Not Married,TRUE,FALSE,Guatemala,Poland,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8161,Bartram,Sayle,08-07-2014,Public Organization,818-88-1613,P6,07-01-2002,05-08-2020,TRUE,M,Married,TRUE,TRUE,China,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,Haven,Lorenc,13-11-1985,Public Organization,232-47-6384,P7,02-01-2006,05-12-2017,TRUE,M,Married,FALSE,TRUE,Philippines,Poland,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,Abram,Dullingham,21-06-1990,Ship,868-37-4507,Forex,20-06-2010,13-07-2020,TRUE,F,Not Married,TRUE,FALSE,Poland,Sweden,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,Joellen,Lock,08-04-2010,Ship,730-85-0431,Freit,26-06-2003,14-07-2019,TRUE,F,Not Married,TRUE,FALSE,Japan,Ghana,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,Sandy,Northcliffe,21-06-2006,Public Organization,723-05-0953,Securities,29-04-2016,24-07-2012,TRUE,M,Married,FALSE,TRUE,Afghanistan,Japan,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7737,Elyssa,Chalfain,06-07-1976,Ship,494-60-9014,P17,31-10-2005,26-01-2016,FALSE,M,Not Married,TRUE,TRUE,Russia,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,Maris,Gallear,04-03-2004,Retail Customer,442-28-1016,P4,22-07-2009,13-07-2015,TRUE,F,Married,TRUE,FALSE,Ireland,Puerto Rico,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,Ivett,Mundie,08-11-1987,Public Organization,466-45-4198,P5,26-10-2015,02-01-2010,FALSE,F,Not Married,TRUE,FALSE,Indonesia,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8822,Murial,Benardet,21-08-1978,Public Organization,347-13-2659,P6,22-07-2013,16-09-2008,TRUE,M,Not Married,FALSE,TRUE,Belize,Brazil,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,Gabi,Baxill,29-10-1988,Ship,256-22-6213,P7,07-04-2014,23-07-2009,FALSE,M,Not Married,FALSE,TRUE,Indonesia,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7241,Bridie,Peris,17-03-2013,Ship,845-71-8377,Forex,06-09-2002,03-09-2007,TRUE,M,Not Married,TRUE,TRUE,Panama,Indonesia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,Susette,Leed,01-07-1988,Private Organization,746-95-9498,Freit,14-11-2005,06-11-2015,TRUE,M,Married,TRUE,FALSE,China,Paraguay,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,Roda,Hulles,12-06-1991,Retail Customer,519-86-1780,Securities,04-02-2000,25-06-2005,FALSE,F,Married,FALSE,FALSE,Indonesia,Philippines,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,Curt,Dutson,05-10-2014,Ship,513-75-8943,Forex,04-03-2010,08-10-2013,FALSE,F,Married,TRUE,FALSE,Indonesia,Albania,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8207,Fifine,Candie,01-09-1989,Private Organization,225-82-7428,Freit,13-08-2013,30-06-2008,TRUE,M,Married,FALSE,FALSE,Poland,Netherlands,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,Barrie,Laugier,16-12-2011,Retail Customer,827-17-2379,Securities,24-07-2014,22-04-2006,TRUE,F,Not Married,TRUE,TRUE,Armenia,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,Briny,Thorogood,01-12-1978,Private Organization,470-94-2441,Forex,26-02-2010,01-09-2017,TRUE,F,Not Married,FALSE,TRUE,Sudan,Russia,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,Starlin,Portal,03-04-1982,Public Organization,450-82-1424,Freit,23-05-2015,02-05-2010,TRUE,M,Not Married,FALSE,TRUE,China,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,Roderick,Besnardeau,29-04-2001,Private Organization,579-29-8551,Securities,24-10-2018,13-05-2005,FALSE,F,Not Married,TRUE,FALSE,United States,Japan,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
